Company Name,Acct #,Dialed,L14 Dials,LTO,TZ,City,State,PWC,MOR,Days,Last Note,Campaign,Facebook,"Name (Last, First)",YELP,Google Advertiser,Association,Websites,Craigslist,Thumbtack,YellowPages,Better Business Bureau,Nextdoor,Houzz,High Needs,Pro Name,Pro Count,Con Name,Con Count,Bad Name,Bad Count,Local Count,Score,Score2,Combo
Kansas City Raccoon Removal,126308001,N,0, - ,CST,"Kansas City, MO, 64108",MO,Waste Material Removal,T,0,5/17/2022,,N,http://kansascityraccoon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
KBL Roofing LLC,126308283,N,0, - ,,,,Roofing & Gutters,T,0,5/17/2022,,N,http://www.qualifiedroofers.com/profile/kbl-roofing-llc-bridgeport-connecticut.html,N,N,N,N,N,N,N,N,N,N,N,1,2,0,0,0,0,0,3,9,12
Kingly Computer,126275408,N,0, - ,PST,"Los Angeles, CA, 90035",CA,Audio/Visual,T,0,5/16/2022,,N,https://www.kinglycomputer.com/index.html,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Kti Tile Inc,126308406,N,0, - ,MST,"10 La Poblana Rd NW, Albuquerque, NM, 87107",NM,Stone & Tile,T,0,5/17/2022,,N,http://ktitile.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Kyle Burke Drywall Inc,126308506,N,0, - ,,,,Plaster & Drywall,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Lamp Repair,126275335,N,0, - ,EST,"1819 2nd Ave, New York, NY, 10128",NY,Additions and Remodels,T,0,5/16/2022,,N,http://lamprepair.com/contact.html,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Lancaster HVAC Experts,126275492,N,0, - ,PST,"North Hollywood, CA, 91601",CA,HVAC,T,0,5/16/2022,,N,https://lancasterhvacexperts.wixsite.com/website,N,N,N,N,N,N,N,N,N,N,N,1,1,0,1,0,0,0,3,4,7
Land Engineering Surveying,126308277,N,0, - ,,,,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://fullersurveyors.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Las Vegas General Contractors,126307622,N,0, - ,PST,"Las Vegas, NV, 89107",NV,Additions and Remodels,T,0,5/17/2022,,N,https://lasvegasremodelcontractors.com/general-contracting-services/,N,N,N,N,N,N,N,N,N,N,N,1,4,0,0,0,0,0,3,15,18
Le Luci Event Lighting LLC,126308914,N,0, - ,CST,"214 S Commerce St, Wichita, KS, 67202",KS,Electrical,T,0,5/17/2022,,N,https://lelucieventlighting.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Leafguard,126308621,N,0, - ,EST,"2215 29th St SE Ste A2, Grand Rapids, MI, 49508",MI,Landscaping & Sprinklers,T,0,5/17/2022,,N,https://www.leafguard.com/locations/leafguard-western-michigan,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Lee Hoffman Roofing,126308341,N,0, - ,MST,"4301 E Tennessee St, Tucson, AZ, 85714",AZ,Roofing & Gutters,T,0,5/17/2022,,N,http://leehoffmanroofing.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Legacy Stucco Supply,126308457,N,0, - ,EST,"2300 Arbor Blvd, Moraine, OH, 45439",OH,Siding,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Leonard Woods Architect,126307911,N,0, - ,EST,"290 W End Ave, New York, NY, 10023",NY,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://lwarchitect.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Liberty Lighting Limited,126307521,N,0, - ,EST,"240 8th St #2N, Brooklyn, NY, 11215",NY,Electrical,T,0,5/17/2022,,N,http://libertylightinglimited.com/contact/contact.html,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Lighting by Fran,126307520,N,0, - ,EST,"4318 13th Ave, Brooklyn, NY, 11219",NY,Electrical,T,0,5/17/2022,,N,https://lightingbyfran.com/pages/contact-us,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Lighting Collaborative,126308094,N,0, - ,EST,"523 Bruckner Blvd, Bronx, NY, 10455",NY,Electrical,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Lighting Concepts Showroom,126308410,N,0, - ,CST,"570 Simmons Dr, Trussville, AL, 35173",AL,Electrical,T,0,5/17/2022,,N,https://lightingconceptsal.com/directions,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Lighting Virginia,126308235,N,0, - ,EST,"400 Southlake Blvd, Richmond, VA, 23236",VA,Electrical,T,0,5/17/2022,,N,http://lightingvirginia.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Limon Masonry,126308359,N,0, - ,CST,"808 N Cage Blvd, Pharr, TX, 78577",TX,Concrete & Masonry,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Local HVAC Company,126307399,N,0, - ,EST,"1500 6th Ave, Seattle, WA, 98101",DC,HVAC,T,0,5/17/2022,,N,http://www.local-hvac-company-seattle.business.site/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Los Angeles Water Softeners Plumbing,126275534,N,0, - ,PST,"6044 Santa Monica Blvd, Los Angeles, CA, 90038",CA,Plumbing,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Lowcountry Pressure Washing,126308581,N,0, - ,EST,"Charleston, SC, 29407",SC,Painting,T,0,5/17/2022,,N,http://www.lcpressurewashing.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
LS Tech Land Surveying Engineering PLLC,126307518,N,0, - ,EST,"91-31 Queens Blvd Ste F, Elmhurst, NY, 11373",NY,"Architects, Designers & Engineers",T,0,5/17/2022,,N,https://lstechpllc.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Lynbrook Stucco Supply Inc,126307566,N,0, - ,EST,"90 Horton Ave, Lynbrook, NY, 11563",NY,Siding,T,0,5/17/2022,,N,https://lynbrook-stucco-supply-inc.business.site/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
M M Skylights,126307270,N,0, - ,,,,Glass & Mirror,T,0,5/17/2022,,N,https://skylightspecialist.com/m-and-m-skylights,N,N,N,N,N,N,N,N,N,N,N,1,2,0,0,0,0,0,3,9,12
Magical Water Fountains,126307722,N,0, - ,PST,"2074 NW Aloclek Dr Ste 426, Hillsboro, OR, 97124",OR,Fountain and Pond,T,0,5/17/2022,,N,http://www.magicalwaterfountains.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Maple Street Woodworking,126308514,N,0, - ,EST,"76 W Water St, Hellertown, PA, 18055",PA,Carpenters,T,0,5/17/2022,,N,https://www.maplestreetwoodworking.com/lumber-store,N,N,N,N,N,N,N,N,N,N,N,1,0,0,1,0,0,0,3,1,4
Marble Harbor Investment Counsel,126307264,N,0, - ,,,,Cabinets & Countertops,T,0,5/17/2022,,N,https://marbleharboric.com/contact,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Marble House Editions,126307564,N,0, - ,EST,"67-66 108th St Ste D27, Forest Hills, NY, 11375",NY,Cabinets & Countertops,T,0,5/17/2022,,N,http://marble-house-editions.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Marble Shop,126307801,N,0, - ,,,,Cabinets & Countertops,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Marksman Security Corp,126308408,N,0, - ,CST,"2100 Southbridge Pkwy Ste 650, Birmingham, AL, 352",AL,Security Services,T,0,5/17/2022,,N,https://www.marksmansecurity.com/locations/birmingham/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Martin Jr s Upholstery,126307713,N,0, - ,PST,"319 W La Cadena Dr, Riverside, CA, 92501",CA,Furniture Repair & Refinish,T,0,5/17/2022,,N,http://mupholstery.com/contact-us.php,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Martinaj Electrician,126308083,N,0, - ,EST,"2014 Continental Ave, Bronx, NY, 10461",NY,Electrical,T,0,5/17/2022,,N,http://www.electricalrepairmen.com/profile/martinaj-electrician-bronx-new-york.html,N,N,N,N,N,N,N,N,N,N,N,1,3,0,0,0,0,0,3,12,15
Master s Carpet Showroom,126308630,N,0, - ,MST,"3722 Pacific Ave, Ogden, UT, 84405",UT,Carpeting,T,0,5/17/2022,,N,http://www.masterscarpet.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
McCurley s Floor Center concord,126308538,N,0, - ,EST,"Concord, CA, 94520",NY,Flooring,T,0,5/17/2022,,N,https://www.macfloor.com/showrooms.htm,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
McMillen Inc Interior Dcrtrs,126275332,N,0, - ,EST,"155 E 56th St Ste 5, New York, NY, 10022",NY,Carpenters,T,0,5/16/2022,,N,http://mcmilleninc.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Memphis Raccoon Removal,126308205,N,0, - ,CST,"Memphis, TN, 38117",TN,Waste Material Removal,T,0,5/17/2022,,N,http://www.memphisraccoon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Meridian Surveying Engineering Inc,126307842,N,0, - ,PST,"1281 Oakmead Pkwy #102, Sunnyvale, CA, 94085",CA,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.meridiansurvey.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Metro Milwaukee Sewerage,126308117,N,0, - ,CST,"250 W Seeboth St, Milwaukee, WI, 53204",WI,Plumbing,T,0,5/17/2022,,N,https://www.mmsd.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
MGH PAINTING INC,126308733,N,0, - ,PST,"Ladera Ranch, CA, 92694",CA,Painting,T,0,5/17/2022,,N,http://mghpainting.net/contact,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Miami Raccoon Removal,126275580,N,0, - ,EST,"Miami, FL, 33130",FL,Waste Material Removal,T,0,5/16/2022,,N,http://www.miamiraccoon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Michael A Uhlenhake Architect,126307961,N,0, - ,EST,"114 E 13th St, Cincinnati, OH, 45202",OH,"Architects, Designers & Engineers",T,0,5/17/2022,,N,https://www.muarchitect.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Mid Ohio Lighting Sales,126308020,N,0, - ,EST,"2011 Riverside Dr, Columbus, OH, 43221",OH,Electrical,T,0,5/17/2022,,N,https://midohiolightingsales.wordpress.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Mike s Metal Fabrication,126308295,N,0, - ,CST,"11825 SE 109th St, Oklahoma City, OK, 73165",OK,HVAC,T,0,5/17/2022,,N,https://mikesmetalfab.com/metal-fabrication,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Minneapolis Long Distance Movers,126307465,N,0, - ,CST,"900 Nicollet Mall, Minneapolis, MN, 55403",MN,Moving,T,0,5/17/2022,,N,http://minneapolis-longdistancemovers.longdistankemoving.com/,N,N,N,N,N,N,N,N,N,N,N,1,2,0,0,0,0,0,3,9,12
Minneapolis Raccoon Removal,126307447,N,0, - ,CST,"Minneapolis, MN, 55402",MN,Waste Material Removal,T,0,5/17/2022,,N,http://minneapolisraccoon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Mj Engineering and Land Surveying,126307916,N,0, - ,EST,"30 Irving Pl, New York, NY, 10003",NY,"Architects, Designers & Engineers",T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Mode Plastering Inc,126308435,N,0, - ,EST,"1136 Stoeber Ave, Sarasota, FL, 34232",FL,Plaster & Drywall,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Mold Pro Chicago,126275566,N,0, - ,CST,"5043 S Leclaire Ave, Chicago, IL, 60638",IL,Testing & Abatement Services,T,0,5/16/2022,,N,https://moldprochicago.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Moving Companies Long Distance,126307948,N,0, - ,CST,"3800 N Lamar Blvd 200, Austin, TX, 78756",TX,Home Structure Moving,T,0,5/17/2022,,N,http://austin-longdistancemovers.long-distance-moving-usa.com/,N,N,N,N,N,N,N,N,N,N,N,1,2,1,0,0,0,0,1,7,8
Mr Handyman serving Pebble Creek Land o Lakes Lutz,126307491,N,0, - ,EST,"13361 N 56th St Ste C, Tampa, FL, 33617",FL,Handyman,T,0,5/17/2022,,N,https://www.mrhandyman.com/pebble-creek-land-o-lakes-lutz/?cid=LSTL_MHM000217,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
MSD Wireless Repair,126307643,N,0, - ,PST,"4343 N Rancho Dr Ste 104, Las Vegas, NV, 89130",NV,Additions and Remodels,T,0,5/17/2022,,N,https://msd-wireless-repair.business.site/?utm_source=gmb&utm_medium=referral,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
MTZ Drywall LLC,126308793,N,0, - ,,,,Plaster & Drywall,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
National Appraisal Partners LLP,126307753,N,0, - ,CST,"7272 Wurzbach Rd Ste 1001, San Antonio, TX, 78240",TX,Appraiser,T,0,5/17/2022,,N,http://www.napllp.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
National Nurses Organizing,126308360,N,0, - ,CST,"3400 N Mccoll Rd, McAllen, TX, 78501",TX,Organizers,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Neffinger Architects,126308602,N,0, - ,,,,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://neffingerarchitects.com/about.html,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Nelson Santamaria Painting,126308886,N,0, - ,EST,"808 Camphor Way, Melbourne, FL, 32901",FL,Painting,T,0,5/17/2022,,N,https://nelsonsantamaria.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Nelson Stud Welding,126307896,N,0, - ,EST,"12200 Alameda Dr, Strongsville, OH, 44149",OH,Welder,T,0,5/17/2022,,N,http://studwelding.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
New World Tower Security,126275591,N,0, - ,EST,"100 Biscayne Blvd, Miami, FL, 33132",FL,Security Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Contreras Family WeeCare,126308835,N,0, - ,,,,Additions and Remodels,T,0,5/17/2022,,N,https://weecare.co/daycare/contreras-family-worcester?utm_source=bing&utm_medium=organic&utm_campaig,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,1,0,3,-10,-7
New York City Raccoon Removal,126275324,N,0, - ,EST,"Brooklyn, NY, 11228",NY,Waste Material Removal,T,0,5/16/2022,,N,http://newyorkcityraccoon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Newman Cleaning Company,126307524,N,0, - ,MST,"1418 Clinton St, Aurora, CO, 80010",CO,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Newport Gutter Company,126308726,N,0, - ,PST,"990 Post Rd, Costa Mesa, CA, 92626",CA,Roofing & Gutters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Dr Kloe Shaye Carpenter,126308625,N,0, - ,EST,"4069 Lake Dr SE Ste 315, Grand Rapids, MI, 49546",MI,Carpenters,T,0,5/17/2022,,N,http://www.spectrumhealth.org/LOCATIONS/SPECTRUM-HEALTH-HOSPITALS-BLODGETT-HOSPITAL,N,N,N,N,N,N,N,N,N,N,N,1,0,0,4,0,0,5,3,-5,3
Nice View Tree Care,126308556,N,0, - ,PST,"Concord, CA, 94519",CA,Tree Service,T,0,5/17/2022,,N,http://niceviewtreecare.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Nordstrum Firewood Company,126308337,N,0, - ,MST,"1107 E 23rd St, Tucson, AZ, 85713",AZ,Lawn Care,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
North Tech Drywall Corp,126307790,N,0, - ,,,,Plaster & Drywall,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Noteworthy Woodworking,126308788,N,0, - ,EST,"6361 Marchinn Dr, Ravenna, OH, 44266",OH,Carpenters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
NuFinishPro Contractor,126307419,N,0, - ,PST,"12707 High Bluff Dr, San Diego, CA, 92130",CA,Additions and Remodels,T,0,5/17/2022,,N,http://nufinishpro.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Oak Lawn,126275638,N,0, - ,CST,"4245 N Central Expy, Dallas, TX, 75205",TX,Lawn Care,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Ogden Fountain Towers,126275472,N,0, - ,PST,"1161 N Ogden Dr, West Hollywood, CA, 90046",CA,Fountain and Pond,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Ogilvie Contracting Inc,126307565,N,0, - ,EST,"521 Jerusalem Avenue, North Bellmore, NY, 11710",NY,Additions and Remodels,T,0,5/17/2022,,N,http://www.ogicon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Olympic Decks,126307375,N,0, - ,PST,"Seattle, WA, 98107",WA,Decks,T,0,5/17/2022,,N,https://olympicdecks.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
One Stop Roofers,126308379,N,0, - ,MST,"6425 Boeing Dr, El Paso, TX, 79925",TX,Roofing & Gutters,T,0,5/17/2022,,N,https://www.1-stop-roofing.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Oregon Dog Fence,126307719,N,0, - ,PST,"Beaverton, OR, 97006",OR,Fences,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Oriental rug cleaning Aliso Viejo 92656,126308739,N,0, - ,PST,"Aliso Viejo, CA, 92656",CA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Oriental Rug Cleaning Care 10016,126275344,N,0, - ,EST,"New York, NY, 10016",NY,Cleaning Services,T,0,5/16/2022,,N,http://www.rugcleanersexpress.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Oriental rug cleaning Ladera Ranch 92694,126308737,N,0, - ,PST,"Ladera Ranch, CA, 92694",CA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Oriental rug cleaning Laguna Woods 92637,126308738,N,0, - ,PST,"Laguna Woods, CA, 92637",CA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Oriental rug cleaning Los Angeles 90024,126275500,N,0, - ,PST,"Los Angeles, CA, 90024",NV,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Oriental Rug Cleaning NY,126307923,N,0, - ,EST,"203 E 74th St, New York, NY, 10021",NY,Cleaning Services,T,0,5/17/2022,,N,https://www.orientalrugcleaningny.net/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Oriental rug cleaning Sherman Oaks 91423,126275499,N,0, - ,PST,"Sherman Oaks, CA, 91423",NV,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Ottlite Natural Daylight Lighting,126307496,N,0, - ,EST,"1715 N West Shore Blvd Ste 950, Tampa, FL, 33607",FL,Electrical,T,0,5/17/2022,,N,https://www.ottlite.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Out of Sight Window Tinting,126308513,N,0, - ,EST,"2090 Old Woods Rd, Green Lane, PA, 18054",PA,Doors & Windows,T,0,5/17/2022,,N,http://outofsighttint.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Painting Pro,126308729,N,0, - ,PST,"25251 Calero Ave Laguna Hills, CA 92653, Laguna Hi",CA,Painting,T,0,5/17/2022,,N,http://paintingprooc.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Pangea Chicago Lawn Apartments,126275560,N,0, - ,CST,"6356 S Francisco, Chicago, IL, 60629",IL,Lawn Care,T,0,5/16/2022,,N,http://www.pangeare.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Panza appliance,126308792,N,0, - ,,,,Appliances,T,0,5/17/2022,,N,http://www.applianceappointment.com/profile/panza-refrigeration-air-cond-west-haven-connecticut.html,N,N,N,N,N,N,N,N,N,N,N,1,2,0,0,0,0,0,3,9,12
Patios,126308260,N,0, - ,CST,"6078 Laurel St, New Orleans, LA, 70118",LA,Decks,T,0,5/17/2022,,N,http://patoisnola.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Penn 1 Garage LLC,126273903,N,0, - ,EST,"272 W 34th St, New York, NY, 10119",NY,Garage Doors,T,1,5/16/2022,,N,http://www.parkwhiz.com/p/new-york-parking/269-w-33rd-st,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Perfect Power Wash St Louis,126307668,N,0, - ,CST,"St. Louis, MO, 63117",MO,Electrical,T,0,5/17/2022,,N,http://www.perfectpowerwash.net/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Perfect Woodworks,126308659,N,0, - ,CST,"8737 Sharlane Dr, Baton Rouge, LA, 70809",LA,Carpenters,T,0,5/17/2022,,N,http://perfectwoodworks.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Pet Friendly Flooring,126307219,N,0, - ,EST,"3028 Wilson Blvd, Arlington, VA, 22201",VA,Flooring,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Picasso House Painting,126308730,N,0, - ,PST,"23052 Lake Forest Dr, Laguna Hills, CA 92653, Lagu",CA,Painting,T,0,5/17/2022,,N,http://www.housepaintingspecialist.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Pike Engineering,126307897,N,0, - ,EST,"2000 Technology Dr Ste 325, Pittsburgh, PA, 15219",PA,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.pike.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Plumbing Gas Leak Detection,126307212,N,0, - ,EST,"6829 Elm St, Mc Lean, VA, 22101",VA,Plumbing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Plumbing Water Softeners,126307168,N,0, - ,EST,"54 Atlanta St SE, Marietta, GA, 30060",GA,Plumbing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Politan Steel Fabrication,126307990,N,0, - ,EST,"3721 Sutherland Ave, Indianapolis, IN, 46218",IN,Welder,T,0,5/17/2022,,N,http://politansteelfab.com/wp/contact,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Pond World,126308664,N,0, - ,EST,"6943 Apollo Dr, Knoxville, TN, 37921",TN,Fountain and Pond,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Powerhouse Pressure Washing LLC,126308216,N,0, - ,CST,"Memphis, TN, 38111",TN,Electrical,T,0,5/17/2022,,N,http://powerhousepressurewashingllc.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Pride roofing,126307361,N,0, - ,PST,"650 S Van Ness Ave, San Francisco, CA, 94110",CA,Roofing & Gutters,T,0,5/17/2022,,N,http://prideroofing.business.site/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Prism Engineering Logo_2,126308249,N,0, - ,EST,"2309 Watterson Trl #200, Louisville, KY, 40299",KY,"Architects, Designers & Engineers",T,0,5/17/2022,,N,https://prism-civil.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Professional Cedar Siding Protection,126308644,N,0, - ,EST,"1710 Gervais St, Columbia, SC, 29201",SC,Siding,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Providence Engineering,126308512,N,0, - ,EST,"200 Kelly Rd Ste C, Quakertown, PA, 18951",PA,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.proveng.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Quality Lawn Beautification,126308809,N,0, - ,PST,"328 Clifton St Ste A, Bakersfield, CA, 93307",CA,Lawn Care,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Quick Lighting Solutions Inc,126308199,N,0, - ,EST,"2664 Timber Dr, Garner, NC, 27529",NC,Electrical,T,0,5/17/2022,,N,https://quicklightingsolutions.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
R E Appraisal Associates of SWFL,126307502,N,0, - ,EST,"401 East Jackson Street, Tampa, FL, 33602",FL,Appraiser,T,0,5/17/2022,,N,https://www.swflappraisals.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Rader Awning,126308396,N,0, - ,MST,"4100 Paseo Del Norte NE, Albuquerque, NM, 87113",NM,Awnings,T,0,5/17/2022,,N,http://www.raderawning.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
The Lofts at Capital Garage,126308225,N,0, - ,EST,"1301 W Broad St, Richmond, VA, 23220",VA,Garage Doors,T,0,5/17/2022,,N,https://www.americancampus.com/student-apartments/va/richmond/the-lofts-at-capital-garage,N,N,N,N,N,N,N,N,N,N,N,1,0,0,2,0,0,0,3,-1,2
